Periodo,FechaNotificacion,UsuarioID,Rol,Actividad,TipoNotificacion,DiasAntes,MinutosAntes,HorasDespues,EstadoNotificacion,RespuestaRecibida,TiempoRespuesta,ExitoEntrega,Efectividad
2022-1,2022-01-25,9730,Docente,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,1,Éxito,Alta
2023-2,2023-09-14,4361,Docente,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,1,7,Éxito,Alta
2020-1,2020-06-18,12802,Docente,Primera Práctica Calificada,Preparación,3,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-10-08,6871,Docente,Examen Final,Asistencia,3,0,0,Enviada,1,24,Éxito,Alta
2020-2,2020-11-22,6751,Estudiante,Examen Sustitutorio,Preparación,2,0,0,Enviada,1,8,Éxito,Alta
2024-1,2024-04-10,7568,Docente,Tercera Práctica Calificada,Asistencia,1,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-03-08,2522,Docente,Inicio de Ciclo,Asistencia,0,15,1,Pendiente,0,0,Fallo,Nula
2022-2,2022-12-20,600,Docente,Primera Práctica Calificada,Seguimiento,1,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-06-13,8297,Estudiante,Primera Práctica Calificada,Asistencia,1,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-04-08,4885,Estudiante,Examen Final,Asistencia,5,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-01-23,12251,Docente,Examen Final,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-06-27,2081,Docente,Examen Sustitutorio,Seguimiento,0,0,0,Enviada,1,20,Éxito,Alta
2020-1,2020-05-09,2220,Docente,Inicio de Ciclo,Seguimiento,1,10,0,Enviada,0,0,Éxito,Nula
2020-1,2020-02-06,12109,Docente,Tercera Práctica Calificada,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-01-17,2455,Estudiante,Examen Final,Preparación,5,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-02-12,12641,Docente,Cierre de Ciclo,Seguimiento,1,15,0,Enviada,1,30,Éxito,Alta
2023-1,2023-02-25,1951,Docente,Examen Parcial,Asistencia,7,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-12-24,2013,Estudiante,Segunda Práctica Calificada,Seguimiento,1,0,0,Fallida,0,0,Fallo,Nula
2021-2,2021-09-16,3546,Docente,Cierre de Ciclo,Asistencia,1,15,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-01-01,8042,Estudiante,Examen Parcial,Preparación,7,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-07-17,2326,Estudiante,Examen Sustitutorio,Asistencia,1,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-08-30,9393,Estudiante,Inicio de Ciclo,Recordatorio,0,0,1,Enviada,1,19,Éxito,Baja
2020-2,2020-09-04,2681,Docente,Tercera Práctica Calificada,Justificación,5,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-10-15,9347,Estudiante,Cuarta Práctica Calificada,Preparación,1,0,0,Enviada,1,4,Éxito,Baja
2021-2,2021-07-23,6959,Estudiante,Segunda Práctica Calificada,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-02-15,8904,Estudiante,Inicio de Ciclo,Recordatorio,1,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-06-04,7404,Docente,Inicio de Ciclo,Preparación,1,15,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-09-17,1542,Docente,Examen Parcial,Seguimiento,5,0,0,Enviada,1,1,Éxito,Media
2023-1,2023-04-21,10646,Docente,Primera Práctica Calificada,Asistencia,3,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-01-18,4485,Docente,Cuarta Práctica Calificada,Seguimiento,3,0,0,Enviada,1,22,Éxito,Media
2023-2,2023-10-18,11079,Docente,Tercera Práctica Calificada,Justificación,3,0,0,Fallida,0,0,Fallo,Nula
2020-2,2020-10-06,3821,Estudiante,Inicio de Ciclo,Recordatorio,2,10,0,Enviada,0,0,Éxito,Nula
2020-1,2020-03-20,9654,Estudiante,Cierre de Ciclo,Asistencia,0,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-01-19,10022,Estudiante,Cuarta Práctica Calificada,Asistencia,1,0,0,Enviada,1,25,Éxito,Media
2022-1,2022-02-20,2611,Estudiante,Examen Final,Asistencia,5,0,0,Enviada,1,19,Éxito,Baja
2021-1,2021-05-16,8556,Docente,Examen Sustitutorio,Asistencia,0,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-06-13,1626,Estudiante,Examen Final,Preparación,3,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-09-25,3731,Docente,Examen Final,Justificación,7,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-01-14,6963,Estudiante,Segunda Práctica Calificada,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-01-09,6659,Docente,Segunda Práctica Calificada,Recordatorio,3,0,0,Enviada,1,5,Éxito,Alta
2023-1,2023-03-16,5403,Docente,Inicio de Ciclo,Recordatorio,0,0,2,Enviada,1,1,Éxito,Media
2021-2,2021-10-16,4735,Docente,Primera Práctica Calificada,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-03-11,3479,Estudiante,Tercera Práctica Calificada,Recordatorio,1,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-02-25,2566,Docente,Cierre de Ciclo,Preparación,0,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-02-27,3092,Docente,Examen Sustitutorio,Justificación,1,0,0,Enviada,1,3,Éxito,Baja
2020-1,2020-05-22,12478,Estudiante,Cuarta Práctica Calificada,Recordatorio,5,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-08-07,7726,Docente,Examen Parcial,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-06-01,1233,Estudiante,Tercera Práctica Calificada,Asistencia,1,0,0,Fallida,0,0,Fallo,Nula
2020-2,2020-09-14,9421,Estudiante,Examen Parcial,Preparación,3,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-02-21,282,Estudiante,Cuarta Práctica Calificada,Recordatorio,1,0,0,Enviada,1,5,Éxito,Baja
2020-2,2020-07-09,1275,Docente,Cierre de Ciclo,Asistencia,1,15,0,Enviada,1,8,Éxito,Baja
2021-2,2021-08-17,11283,Docente,Segunda Práctica Calificada,Asistencia,5,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-11-14,3833,Estudiante,Primera Práctica Calificada,Recordatorio,5,0,0,Enviada,1,5,Éxito,Alta
2020-1,2020-05-09,1149,Docente,Tercera Práctica Calificada,Preparación,5,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-06-05,3058,Estudiante,Examen Sustitutorio,Preparación,0,0,0,Fallida,0,0,Fallo,Nula
2022-1,2022-01-05,1565,Estudiante,Primera Práctica Calificada,Preparación,5,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-09-25,5200,Estudiante,Primera Práctica Calificada,Recordatorio,3,0,0,Enviada,1,16,Éxito,Alta
2024-1,2024-06-18,69,Estudiante,Cierre de Ciclo,Justificación,0,15,0,Fallida,0,0,Fallo,Nula
2021-1,2021-02-15,3319,Estudiante,Segunda Práctica Calificada,Asistencia,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-03-07,10491,Estudiante,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-12-10,12865,Estudiante,Segunda Práctica Calificada,Preparación,1,0,0,Enviada,1,30,Éxito,Alta
2023-1,2023-01-03,1711,Estudiante,Examen Sustitutorio,Seguimiento,0,0,0,Enviada,1,28,Éxito,Media
2020-1,2020-03-07,9323,Estudiante,Primera Práctica Calificada,Seguimiento,5,0,0,Fallida,0,0,Fallo,Nula
2021-2,2021-11-06,1834,Docente,Tercera Práctica Calificada,Preparación,5,0,0,Enviada,1,7,Éxito,Baja
2022-1,2022-01-10,12211,Estudiante,Cuarta Práctica Calificada,Asistencia,5,0,0,Enviada,1,26,Éxito,Media
2021-2,2021-11-15,3758,Docente,Examen Final,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-03-31,4731,Estudiante,Segunda Práctica Calificada,Preparación,5,0,0,Enviada,1,24,Éxito,Baja
2022-2,2022-07-14,5726,Docente,Cierre de Ciclo,Preparación,2,10,0,Enviada,1,27,Éxito,Media
2023-1,2023-04-04,6049,Docente,Primera Práctica Calificada,Asistencia,3,0,0,Enviada,1,15,Éxito,Media
2023-2,2023-09-17,4570,Docente,Cierre de Ciclo,Asistencia,2,10,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-11-15,1204,Estudiante,Examen Final,Recordatorio,3,0,0,Enviada,1,25,Éxito,Media
2023-1,2023-05-29,2236,Estudiante,Inicio de Ciclo,Asistencia,0,10,1,Pendiente,0,0,Fallo,Nula
2023-1,2023-03-13,9643,Docente,Primera Práctica Calificada,Seguimiento,1,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-11-06,1399,Estudiante,Examen Final,Recordatorio,7,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-12-12,3769,Docente,Examen Parcial,Seguimiento,3,0,0,Enviada,1,29,Éxito,Baja
2023-2,2023-12-01,347,Estudiante,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,7,Éxito,Alta
2021-1,2021-01-27,11932,Estudiante,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-09-01,1378,Docente,Cierre de Ciclo,Asistencia,0,0,0,Enviada,1,30,Éxito,Media
2022-1,2022-01-16,5779,Docente,Tercera Práctica Calificada,Justificación,3,0,0,Enviada,1,21,Éxito,Media
2020-1,2020-04-26,9945,Estudiante,Inicio de Ciclo,Preparación,1,15,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-11-19,12356,Docente,Examen Sustitutorio,Recordatorio,2,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-11-04,8039,Estudiante,Cierre de Ciclo,Justificación,1,10,0,Enviada,1,16,Éxito,Baja
2022-1,2022-05-18,12265,Estudiante,Tercera Práctica Calificada,Preparación,1,0,0,Enviada,1,2,Éxito,Baja
2020-2,2020-09-23,3768,Docente,Tercera Práctica Calificada,Preparación,5,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-04-07,6763,Estudiante,Examen Sustitutorio,Justificación,0,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-02-05,10441,Docente,Examen Sustitutorio,Preparación,2,0,0,Enviada,1,4,Éxito,Media
2020-2,2020-07-23,2403,Docente,Cuarta Práctica Calificada,Preparación,3,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-11-11,5401,Docente,Cierre de Ciclo,Justificación,2,15,0,Enviada,1,30,Éxito,Alta
2020-2,2020-07-24,9511,Estudiante,Examen Parcial,Asistencia,5,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-10-19,776,Estudiante,Examen Parcial,Preparación,7,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-06-28,3816,Docente,Tercera Práctica Calificada,Justificación,1,0,0,Enviada,1,5,Éxito,Baja
2021-2,2021-12-28,3903,Docente,Cuarta Práctica Calificada,Recordatorio,3,0,0,Enviada,1,11,Éxito,Alta
2022-2,2022-11-01,2377,Estudiante,Cierre de Ciclo,Justificación,2,15,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-11-01,2913,Estudiante,Examen Final,Preparación,5,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-05-10,7685,Docente,Segunda Práctica Calificada,Asistencia,3,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-05-03,4063,Estudiante,Cierre de Ciclo,Justificación,2,10,0,Enviada,1,6,Éxito,Alta
2024-1,2024-04-08,8265,Estudiante,Primera Práctica Calificada,Justificación,3,0,0,Enviada,1,25,Éxito,Alta
2022-2,2022-09-28,12357,Docente,Examen Final,Recordatorio,7,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-12-15,9972,Docente,Examen Final,Preparación,5,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-01-24,10431,Docente,Examen Final,Justificación,3,0,0,Fallida,0,0,Fallo,Nula
2021-2,2021-08-12,8439,Estudiante,Examen Parcial,Preparación,7,0,0,Enviada,1,20,Éxito,Media
2023-1,2023-03-29,4350,Estudiante,Inicio de Ciclo,Justificación,0,0,1,Enviada,0,0,Éxito,Nula
2021-1,2021-06-09,827,Docente,Examen Final,Recordatorio,5,0,0,Enviada,1,7,Éxito,Alta
2023-1,2023-06-18,1539,Docente,Examen Sustitutorio,Justificación,0,0,0,Enviada,1,16,Éxito,Media
2022-2,2022-08-21,4043,Estudiante,Examen Parcial,Recordatorio,7,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-01-19,7632,Estudiante,Cuarta Práctica Calificada,Recordatorio,5,0,0,Enviada,1,15,Éxito,Media
2021-2,2021-10-04,3226,Docente,Segunda Práctica Calificada,Seguimiento,1,0,0,Enviada,1,21,Éxito,Alta
2022-1,2022-04-29,12027,Docente,Segunda Práctica Calificada,Preparación,3,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-07-18,8053,Docente,Cierre de Ciclo,Asistencia,2,15,0,Enviada,1,10,Éxito,Alta
2020-2,2020-09-24,3785,Estudiante,Examen Sustitutorio,Seguimiento,2,0,0,Enviada,1,28,Éxito,Baja
2023-1,2023-02-24,3624,Docente,Inicio de Ciclo,Recordatorio,2,15,0,Enviada,1,6,Éxito,Baja
2021-1,2021-03-18,8356,Docente,Examen Final,Seguimiento,3,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-10-03,8726,Estudiante,Examen Sustitutorio,Justificación,2,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-01-21,2127,Docente,Cierre de Ciclo,Preparación,1,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-02-05,3284,Estudiante,Inicio de Ciclo,Justificación,1,15,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-08-06,5868,Estudiante,Tercera Práctica Calificada,Asistencia,5,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-03-08,12514,Docente,Tercera Práctica Calificada,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-01-31,7512,Docente,Examen Sustitutorio,Justificación,1,0,0,Enviada,1,22,Éxito,Baja
2024-1,2024-02-15,11838,Estudiante,Cierre de Ciclo,Seguimiento,0,10,0,Enviada,0,0,Éxito,Nula
2020-2,2020-07-03,10914,Docente,Cuarta Práctica Calificada,Seguimiento,3,0,0,Enviada,1,17,Éxito,Baja
2022-1,2022-05-04,7694,Docente,Primera Práctica Calificada,Asistencia,1,0,0,Enviada,1,4,Éxito,Alta
2021-1,2021-01-12,10451,Estudiante,Primera Práctica Calificada,Seguimiento,3,0,0,Enviada,1,9,Éxito,Media
2023-2,2023-09-22,5573,Estudiante,Examen Sustitutorio,Justificación,0,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-11-28,1586,Docente,Cierre de Ciclo,Asistencia,1,0,0,Enviada,1,26,Éxito,Media
2022-2,2022-09-14,7298,Docente,Tercera Práctica Calificada,Justificación,1,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-10-01,6263,Estudiante,Examen Parcial,Recordatorio,5,0,0,Enviada,1,14,Éxito,Alta
2021-2,2021-08-24,12864,Estudiante,Primera Práctica Calificada,Recordatorio,1,0,0,Enviada,1,27,Éxito,Media
2023-2,2023-12-29,5318,Estudiante,Primera Práctica Calificada,Preparación,5,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-02-02,1926,Estudiante,Examen Sustitutorio,Asistencia,2,0,0,Enviada,1,25,Éxito,Baja
2023-1,2023-01-21,1078,Docente,Examen Parcial,Recordatorio,3,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-03-25,9767,Estudiante,Cuarta Práctica Calificada,Justificación,5,0,0,Enviada,1,15,Éxito,Baja
2021-2,2021-09-23,5663,Docente,Cierre de Ciclo,Justificación,0,15,0,Enviada,0,0,Éxito,Nula
2022-2,2022-11-15,9464,Estudiante,Segunda Práctica Calificada,Preparación,1,0,0,Enviada,1,8,Éxito,Baja
2023-1,2023-04-20,5357,Estudiante,Examen Parcial,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-04-06,7208,Docente,Cuarta Práctica Calificada,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-04-14,1450,Estudiante,Cierre de Ciclo,Preparación,0,15,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-10-20,3965,Docente,Inicio de Ciclo,Seguimiento,0,15,2,Pendiente,0,0,Fallo,Nula
2020-1,2020-04-27,4939,Estudiante,Examen Sustitutorio,Justificación,0,0,0,Enviada,1,18,Éxito,Baja
2021-1,2021-05-31,6300,Docente,Cuarta Práctica Calificada,Seguimiento,1,0,0,Enviada,1,5,Éxito,Baja
2022-2,2022-11-15,1286,Estudiante,Segunda Práctica Calificada,Justificación,3,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-05-01,9398,Estudiante,Examen Final,Seguimiento,5,0,0,Enviada,1,29,Éxito,Baja
2023-1,2023-03-05,3003,Docente,Examen Final,Preparación,7,0,0,Fallida,0,0,Fallo,Nula
2023-2,2023-09-29,1544,Docente,Primera Práctica Calificada,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-10-03,5898,Estudiante,Examen Final,Recordatorio,5,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-04-16,11153,Docente,Tercera Práctica Calificada,Seguimiento,1,0,0,Pendiente,0,0,Fallo,Nula
2020-1,2020-06-10,5685,Estudiante,Examen Sustitutorio,Recordatorio,2,0,0,Pendiente,0,0,Fallo,Nula
2020-2,2020-09-10,5321,Docente,Examen Final,Preparación,5,0,0,Fallida,0,0,Fallo,Nula
2022-1,2022-06-18,7922,Docente,Examen Sustitutorio,Justificación,2,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-09-08,8326,Docente,Inicio de Ciclo,Asistencia,1,0,0,Enviada,0,0,Éxito,Nula
2021-2,2021-08-02,9889,Estudiante,Examen Sustitutorio,Seguimiento,0,0,0,Enviada,1,1,Éxito,Alta
2020-2,2020-12-28,9078,Docente,Primera Práctica Calificada,Asistencia,5,0,0,Enviada,1,1,Éxito,Media
2020-2,2020-07-18,4308,Estudiante,Cuarta Práctica Calificada,Justificación,1,0,0,Enviada,1,25,Éxito,Alta
2020-2,2020-10-09,6377,Docente,Examen Parcial,Justificación,7,0,0,Enviada,1,27,Éxito,Baja
2020-2,2020-10-30,8322,Docente,Cuarta Práctica Calificada,Preparación,3,0,0,Enviada,1,26,Éxito,Baja
2021-1,2021-04-10,2536,Estudiante,Primera Práctica Calificada,Preparación,1,0,0,Fallida,0,0,Fallo,Nula
2020-2,2020-10-12,8401,Docente,Inicio de Ciclo,Preparación,1,15,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-02-14,11786,Estudiante,Examen Final,Asistencia,7,0,0,Enviada,1,15,Éxito,Media
2020-1,2020-02-16,4760,Docente,Examen Sustitutorio,Recordatorio,0,0,0,Enviada,1,15,Éxito,Alta
2021-1,2021-01-20,7317,Docente,Primera Práctica Calificada,Justificación,1,0,0,Enviada,1,29,Éxito,Alta
2021-2,2021-08-02,4780,Docente,Cierre de Ciclo,Preparación,1,0,0,Pendiente,0,0,Fallo,Nula
2022-1,2022-01-12,2579,Docente,Segunda Práctica Calificada,Asistencia,3,0,0,Fallida,0,0,Fallo,Nula
2020-2,2020-11-10,5177,Docente,Examen Parcial,Asistencia,7,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-05-24,11321,Estudiante,Examen Sustitutorio,Preparación,0,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-06-01,5625,Estudiante,Cierre de Ciclo,Seguimiento,2,10,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-04-24,7624,Docente,Examen Sustitutorio,Justificación,1,0,0,Fallida,0,0,Fallo,Nula
2024-1,2024-03-26,9447,Estudiante,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2020-1,2020-06-21,3393,Docente,Tercera Práctica Calificada,Asistencia,1,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-05-06,5770,Docente,Examen Final,Justificación,5,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-12-04,11642,Docente,Cuarta Práctica Calificada,Preparación,1,0,0,Enviada,1,3,Éxito,Baja
2022-1,2022-01-15,9827,Docente,Examen Parcial,Justificación,7,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-05-04,12910,Estudiante,Cierre de Ciclo,Preparación,0,15,0,Enviada,0,0,Éxito,Nula
2021-1,2021-03-30,6708,Estudiante,Cuarta Práctica Calificada,Asistencia,5,0,0,Enviada,1,13,Éxito,Alta
2024-1,2024-04-12,1038,Estudiante,Examen Parcial,Justificación,7,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-09-18,11258,Docente,Examen Sustitutorio,Asistencia,0,0,0,Enviada,1,22,Éxito,Alta
2024-1,2024-04-25,11154,Estudiante,Cierre de Ciclo,Preparación,0,0,0,Enviada,1,20,Éxito,Media
2020-2,2020-11-18,4774,Docente,Primera Práctica Calificada,Preparación,5,0,0,Enviada,1,18,Éxito,Baja
2021-2,2021-07-05,1849,Estudiante,Inicio de Ciclo,Preparación,2,15,0,Enviada,1,26,Éxito,Baja
2023-2,2023-09-04,4482,Estudiante,Cuarta Práctica Calificada,Recordatorio,3,0,0,Enviada,1,1,Éxito,Alta
2022-1,2022-06-21,9250,Estudiante,Examen Final,Recordatorio,3,0,0,Fallida,0,0,Fallo,Nula
2023-1,2023-05-01,9115,Docente,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,1,2,Éxito,Media
2023-2,2023-12-01,11866,Estudiante,Cierre de Ciclo,Seguimiento,1,15,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-03-01,6272,Docente,Examen Final,Recordatorio,7,0,0,Enviada,1,27,Éxito,Alta
2022-2,2022-10-25,4564,Estudiante,Cuarta Práctica Calificada,Justificación,3,0,0,Enviada,1,30,Éxito,Alta
2020-2,2020-07-06,2068,Docente,Examen Sustitutorio,Preparación,2,0,0,Fallida,0,0,Fallo,Nula
2022-2,2022-11-10,9700,Docente,Tercera Práctica Calificada,Preparación,5,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-12-23,4643,Docente,Examen Parcial,Asistencia,3,0,0,Enviada,1,26,Éxito,Baja
2021-2,2021-08-09,5996,Estudiante,Segunda Práctica Calificada,Recordatorio,1,0,0,Enviada,0,0,Éxito,Nula
2024-1,2024-05-17,865,Estudiante,Segunda Práctica Calificada,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-08-16,660,Estudiante,Cuarta Práctica Calificada,Justificación,1,0,0,Enviada,1,20,Éxito,Baja
2020-2,2020-09-30,5272,Docente,Cuarta Práctica Calificada,Seguimiento,5,0,0,Enviada,1,13,Éxito,Baja
2022-1,2022-05-10,7447,Docente,Primera Práctica Calificada,Seguimiento,1,0,0,Enviada,0,0,Éxito,Nula
2021-1,2021-02-01,8385,Estudiante,Cierre de Ciclo,Preparación,0,10,0,Enviada,1,18,Éxito,Media
2020-1,2020-04-25,9840,Estudiante,Examen Final,Seguimiento,3,0,0,Pendiente,0,0,Fallo,Nula
2022-2,2022-08-23,5842,Docente,Cuarta Práctica Calificada,Recordatorio,3,0,0,Enviada,1,19,Éxito,Baja
2021-2,2021-10-03,12199,Docente,Segunda Práctica Calificada,Recordatorio,5,0,0,Enviada,1,9,Éxito,Media
2022-2,2022-07-04,7484,Docente,Examen Final,Recordatorio,3,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-10-24,2633,Estudiante,Cierre de Ciclo,Recordatorio,0,15,0,Enviada,1,30,Éxito,Media
2023-2,2023-07-07,6187,Docente,Cierre de Ciclo,Preparación,1,10,0,Enviada,0,0,Éxito,Nula
2023-2,2023-09-29,495,Docente,Examen Sustitutorio,Justificación,0,0,0,Enviada,1,20,Éxito,Media
2023-2,2023-12-25,8234,Docente,Primera Práctica Calificada,Preparación,3,0,0,Enviada,0,0,Éxito,Nula
2022-2,2022-07-06,5814,Estudiante,Inicio de Ciclo,Asistencia,0,15,1,Fallida,0,0,Fallo,Nula
2024-1,2024-04-24,6343,Docente,Cuarta Práctica Calificada,Justificación,5,0,0,Enviada,1,11,Éxito,Alta
2022-2,2022-08-03,9977,Docente,Examen Parcial,Asistencia,7,0,0,Enviada,1,7,Éxito,Baja
2022-1,2022-02-10,4188,Docente,Examen Sustitutorio,Preparación,2,0,0,Enviada,1,20,Éxito,Baja
2022-2,2022-11-26,6529,Estudiante,Tercera Práctica Calificada,Asistencia,3,0,0,Pendiente,0,0,Fallo,Nula
2024-1,2024-03-31,12705,Docente,Examen Parcial,Justificación,3,0,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-05-03,4103,Docente,Tercera Práctica Calificada,Asistencia,5,0,0,Enviada,1,27,Éxito,Alta
2023-2,2023-11-11,2359,Docente,Primera Práctica Calificada,Preparación,5,0,0,Enviada,1,8,Éxito,Alta
2023-1,2023-03-31,12296,Docente,Examen Parcial,Asistencia,3,0,0,Enviada,0,0,Éxito,Nula
2023-1,2023-06-21,5345,Estudiante,Segunda Práctica Calificada,Asistencia,1,0,0,Enviada,1,10,Éxito,Media
2023-2,2023-09-06,10656,Estudiante,Tercera Práctica Calificada,Justificación,5,0,0,Enviada,1,18,Éxito,Baja
2021-2,2021-10-02,4271,Estudiante,Examen Final,Seguimiento,7,0,0,Fallida,0,0,Fallo,Nula
2021-1,2021-03-14,7745,Estudiante,Examen Sustitutorio,Justificación,0,0,0,Enviada,1,11,Éxito,Media
2022-1,2022-02-06,5683,Estudiante,Segunda Práctica Calificada,Preparación,1,0,0,Enviada,1,14,Éxito,Media
2020-1,2020-06-26,1414,Docente,Examen Final,Justificación,5,0,0,Enviada,1,9,Éxito,Media
2021-1,2021-03-02,6080,Docente,Cuarta Práctica Calificada,Preparación,3,0,0,Enviada,1,25,Éxito,Baja
2022-2,2022-12-24,3707,Docente,Cierre de Ciclo,Justificación,1,10,0,Enviada,1,22,Éxito,Baja
2024-1,2024-05-16,11724,Docente,Primera Práctica Calificada,Asistencia,1,0,0,Pendiente,0,0,Fallo,Nula
2023-2,2023-10-26,2400,Estudiante,Examen Final,Justificación,5,0,0,Enviada,0,0,Éxito,Nula
2023-2,2023-08-06,12826,Docente,Examen Sustitutorio,Asistencia,1,0,0,Enviada,1,3,Éxito,Media
2020-2,2020-07-11,3154,Estudiante,Primera Práctica Calificada,Recordatorio,3,0,0,Pendiente,0,0,Fallo,Nula
2023-1,2023-03-22,4882,Estudiante,Segunda Práctica Calificada,Justificación,1,0,0,Pendiente,0,0,Fallo,Nula
2021-2,2021-12-06,4277,Estudiante,Inicio de Ciclo,Asistencia,1,0,0,Enviada,1,10,Éxito,Baja
2022-2,2022-08-19,547,Docente,Examen Sustitutorio,Recordatorio,1,0,0,Enviada,1,2,Éxito,Media
2023-1,2023-02-04,11416,Estudiante,Cuarta Práctica Calificada,Preparación,1,0,0,Enviada,0,0,Éxito,Nula
2020-2,2020-07-12,10271,Docente,Tercera Práctica Calificada,Seguimiento,5,0,0,Enviada,0,0,Éxito,Nula
2022-1,2022-01-07,7411,Estudiante,Inicio de Ciclo,Seguimiento,1,10,0,Pendiente,0,0,Fallo,Nula
2021-1,2021-05-05,10512,Docente,Inicio de Ciclo,Seguimiento,2,10,0,Enviada,1,17,Éxito,Baja
